isoform,ref_enst,structural_category
PB.5048.1,ENST00000341049.7,full-splice_match
PB.5048.10,ENST00000393468.1,full-splice_match
PB.5048.12,ENST00000393467.1,full-splice_match
PB.5048.13,ENST00000393467.1,full-splice_match
PB.5048.14,ENST00000393467.1,full-splice_match
PB.5048.2,ENST00000341049.7,full-splice_match
PB.5048.4,ENST00000451122.5,full-splice_match
PB.5048.5,ENST00000451122.5,full-splice_match
PB.5048.8,ENST00000393468.1,full-splice_match
PB.5048.9,ENST00000393467.1,full-splice_match
PB.5049.1,ENST00000397752.8,full-splice_match
PB.505.10,ENST00000487931.1,full-splice_match
PB.505.11,ENST00000487931.1,full-splice_match
PB.505.12,ENST00000487931.1,full-splice_match
PB.505.15,ENST00000487931.1,full-splice_match
PB.505.18,ENST00000370763.6,full-splice_match
PB.505.19,ENST00000370763.6,full-splice_match
PB.505.2,ENST00000487931.1,full-splice_match
PB.505.20,ENST00000370763.6,full-splice_match
PB.505.21,ENST00000370763.6,full-splice_match
PB.505.22,ENST00000370763.6,full-splice_match
PB.505.23,ENST00000370763.6,full-splice_match
PB.505.24,ENST00000370763.6,full-splice_match
PB.505.25,ENST00000370763.6,full-splice_match
PB.505.26,ENST00000370763.6,full-splice_match
PB.505.27,ENST00000370763.6,full-splice_match
PB.505.3,ENST00000487931.1,full-splice_match
PB.505.7,ENST00000487931.1,full-splice_match
PB.505.8,ENST00000487931.1,full-splice_match
PB.505.9,ENST00000487931.1,full-splice_match
PB.5050.1,ENST00000361183.8,full-splice_match
PB.5050.11,ENST00000361183.8,full-splice_match
PB.5050.12,ENST00000361183.8,full-splice_match
PB.5050.13,ENST00000426421.5,full-splice_match
PB.5050.4,ENST00000361183.8,full-splice_match
PB.5050.5,ENST00000361183.8,full-splice_match
PB.5050.6,ENST00000361183.8,full-splice_match
PB.5050.7,ENST00000361183.8,full-splice_match
PB.5050.9,ENST00000426421.5,full-splice_match
PB.5051.1,ENST00000323984.8,full-splice_match
PB.5051.2,ENST00000265437.9,full-splice_match
PB.5051.4,ENST00000393451.7,full-splice_match
PB.5052.10,ENST00000284601.4,full-splice_match
PB.5052.12,ENST00000284602.1,full-splice_match
PB.5052.14,ENST00000284602.1,full-splice_match
PB.5052.15,ENST00000284601.4,full-splice_match
PB.5052.16,ENST00000284601.4,full-splice_match
PB.5052.17,ENST00000284601.4,full-splice_match
PB.5052.2,ENST00000284601.4,full-splice_match
PB.5052.3,ENST00000284602.1,full-splice_match
PB.5052.4,ENST00000284601.4,full-splice_match
PB.5052.5,ENST00000284601.4,full-splice_match
PB.5052.6,ENST00000284601.4,full-splice_match
PB.5052.7,ENST00000284601.4,full-splice_match
PB.5052.9,ENST00000284602.1,full-splice_match
PB.5053.1,ENST00000249299.7,full-splice_match
PB.5053.2,ENST00000249299.7,full-splice_match
PB.5053.3,ENST00000249299.7,full-splice_match
PB.5054.1,ENST00000315870.10,full-splice_match
PB.5054.2,ENST00000315870.10,full-splice_match
PB.5054.3,ENST00000315870.10,full-splice_match
PB.5055.11,ENST00000222747.8,full-splice_match
PB.5055.6,ENST00000222747.8,full-splice_match
PB.5056.1,ENST00000359943.8,full-splice_match
PB.5056.10,ENST00000359943.8,full-splice_match
PB.5056.2,ENST00000359943.8,full-splice_match
PB.5056.3,ENST00000359943.8,full-splice_match
PB.5056.4,ENST00000359943.8,full-splice_match
PB.5056.5,ENST00000359943.8,full-splice_match
PB.5056.7,ENST00000359943.8,full-splice_match
PB.5056.9,ENST00000359943.8,full-splice_match
PB.5057.10,ENST00000417368.7,full-splice_match
PB.5057.11,ENST00000417368.7,full-splice_match
PB.5057.12,ENST00000417368.7,full-splice_match
PB.5057.13,ENST00000417368.7,full-splice_match
PB.5057.2,ENST00000417368.7,full-splice_match
PB.5057.4,ENST00000417368.7,full-splice_match
PB.5057.5,ENST00000417368.7,full-splice_match
PB.5057.6,ENST00000417368.7,full-splice_match
PB.5057.7,ENST00000679847.1,full-splice_match
PB.5059.10,ENST00000428526.5,incomplete-splice_match
PB.5059.11,ENST00000310396.10,full-splice_match
PB.5059.13,ENST00000450913.6,full-splice_match
PB.5059.15,ENST00000450913.6,incomplete-splice_match
PB.5059.18,ENST00000310396.10,incomplete-splice_match
PB.5059.19,ENST00000428526.5,full-splice_match
PB.5059.4,ENST00000310396.10,full-splice_match
PB.5059.6,ENST00000310396.10,full-splice_match
PB.5059.7,ENST00000428526.5,incomplete-splice_match
PB.5059.8,ENST00000310396.10,incomplete-splice_match
PB.5059.9,ENST00000310396.10,full-splice_match
PB.506.1,ENST00000370759.4,full-splice_match
PB.506.2,ENST00000370759.4,full-splice_match
PB.5060.1,ENST00000451215.6,full-splice_match
PB.5060.15,ENST00000437535.5,incomplete-splice_match
PB.5060.28,ENST00000451558.5,incomplete-splice_match
PB.5061.1,ENST00000355749.7,full-splice_match
PB.5061.10,ENST00000677264.1,full-splice_match
PB.5061.11,ENST00000618945.4,full-splice_match
PB.5061.12,ENST00000355749.7,full-splice_match
PB.5061.13,ENST00000355749.7,full-splice_match
PB.5061.15,ENST00000490618.1,full-splice_match
PB.5061.3,ENST00000355749.7,full-splice_match
PB.5061.4,ENST00000355749.7,full-splice_match
PB.5061.5,ENST00000355749.7,full-splice_match
PB.5061.6,ENST00000676614.1,full-splice_match
PB.5061.7,ENST00000355749.7,full-splice_match
PB.5061.8,ENST00000471770.5,full-splice_match
PB.5062.19,ENST00000458573.3,full-splice_match
PB.5062.2,ENST00000458573.3,full-splice_match
PB.5062.23,ENST00000458573.3,incomplete-splice_match
PB.5062.3,ENST00000458573.3,incomplete-splice_match
PB.5062.4,ENST00000458573.3,full-splice_match
PB.5062.5,ENST00000458573.3,incomplete-splice_match
PB.5063.1,ENST00000223023.5,full-splice_match
PB.5063.2,ENST00000223023.5,incomplete-splice_match
PB.5064.1,ENST00000607957.1,full-splice_match
PB.5065.2,ENST00000357628.8,full-splice_match
PB.5065.3,ENST00000430927.6,incomplete-splice_match
PB.5065.4,ENST00000357628.8,full-splice_match
PB.5065.5,ENST00000357628.8,full-splice_match
PB.5065.6,ENST00000654766.1,incomplete-splice_match
PB.5066.1,ENST00000624029.1,full-splice_match
PB.5067.1,ENST00000265827.8,full-splice_match
PB.5067.4,ENST00000393312.5,full-splice_match
PB.5067.5,ENST00000265827.8,full-splice_match
PB.5067.6,ENST00000265827.8,incomplete-splice_match
PB.5067.7,ENST00000265827.8,incomplete-splice_match
PB.5067.8,ENST00000265827.8,incomplete-splice_match
PB.5067.9,ENST00000265827.8,incomplete-splice_match
PB.5069.1,ENST00000000233.10,full-splice_match
PB.507.1,ENST00000679998.1,incomplete-splice_match
PB.507.2,ENST00000679998.1,incomplete-splice_match
PB.5070.3,ENST00000354725.8,full-splice_match
PB.5070.4,ENST00000354725.8,full-splice_match
PB.5070.6,ENST00000354725.8,incomplete-splice_match
PB.5071.1,ENST00000321407.3,full-splice_match
PB.5071.2,ENST00000321407.3,full-splice_match
PB.5072.1,ENST00000223073.6,full-splice_match
PB.5074.1,ENST00000257696.5,full-splice_match
PB.5075.2,ENST00000262432.13,full-splice_match
PB.5075.3,ENST00000262432.13,full-splice_match
PB.5075.5,ENST00000262432.13,full-splice_match
PB.5076.1,ENST00000249364.9,full-splice_match
PB.5076.10,ENST00000249364.9,full-splice_match
PB.5076.12,ENST00000249364.9,full-splice_match
PB.5076.14,ENST00000249364.9,full-splice_match
PB.5076.2,ENST00000249364.9,full-splice_match
PB.5076.4,ENST00000249364.9,full-splice_match
PB.5076.5,ENST00000249364.9,full-splice_match
PB.5076.7,ENST00000479257.5,full-splice_match
PB.5076.9,ENST00000249364.9,full-splice_match
PB.5078.1,ENST00000348127.10,full-splice_match
PB.5078.2,ENST00000496200.5,full-splice_match
PB.5078.3,ENST00000354269.9,incomplete-splice_match
PB.5079.10,ENST00000346177.6,incomplete-splice_match
PB.5079.14,ENST00000249289.5,full-splice_match
PB.5079.2,ENST00000346177.6,full-splice_match
PB.5079.4,ENST00000325888.13,full-splice_match
PB.5080.1,ENST00000635637.1,full-splice_match
PB.5081.1,ENST00000265388.10,full-splice_match
PB.5081.2,ENST00000265388.10,full-splice_match
PB.5081.3,ENST00000265388.10,full-splice_match
PB.5081.6,ENST00000482320.5,full-splice_match
PB.5082.4,ENST00000435494.2,full-splice_match
PB.5082.6,ENST00000435494.2,full-splice_match
PB.5082.7,ENST00000435494.2,incomplete-splice_match
PB.5084.1,ENST00000355621.8,full-splice_match
PB.5084.3,ENST00000355621.8,full-splice_match
PB.5084.5,ENST00000355621.8,full-splice_match
PB.5085.1,ENST00000223190.8,full-splice_match
PB.5086.1,ENST00000481503.5,full-splice_match
PB.5086.2,ENST00000358303.9,full-splice_match
PB.5087.1,ENST00000473456.5,full-splice_match
PB.5087.2,ENST00000397622.7,full-splice_match
PB.5087.3,ENST00000397622.7,full-splice_match
PB.5088.3,ENST00000335420.10,incomplete-splice_match
PB.5089.1,ENST00000223208.10,full-splice_match
PB.5089.2,ENST00000675596.1,full-splice_match
PB.5089.3,ENST00000223208.10,full-splice_match
PB.509.1,ENST00000370747.9,full-splice_match
PB.5090.2,ENST00000425248.5,full-splice_match
PB.5091.1,ENST00000341441.9,full-splice_match
PB.5091.2,ENST00000223215.10,full-splice_match
PB.5092.1,ENST00000703250.1,full-splice_match
PB.5093.1,ENST00000648242.1,full-splice_match
PB.5093.3,ENST00000670684.1,incomplete-splice_match
PB.5093.4,ENST00000444245.6,full-splice_match
PB.5094.1,ENST00000322985.9,full-splice_match
PB.5094.2,ENST00000378555.8,full-splice_match
PB.5094.4,ENST00000322985.9,full-splice_match
PB.5095.2,ENST00000423507.6,full-splice_match
PB.5096.10,ENST00000494785.5,incomplete-splice_match
PB.5096.12,ENST00000352689.11,incomplete-splice_match
PB.5096.3,ENST00000352689.11,full-splice_match
PB.5096.4,ENST00000494785.5,incomplete-splice_match
PB.5096.6,ENST00000352689.11,full-splice_match
PB.5096.7,ENST00000352689.11,full-splice_match
PB.5096.8,ENST00000352689.11,full-splice_match
PB.5096.9,ENST00000352689.11,full-splice_match
PB.5097.1,ENST00000262570.10,full-splice_match
PB.5097.3,ENST00000262570.10,full-splice_match
PB.5098.1,ENST00000378509.9,full-splice_match
PB.5099.2,ENST00000253861.5,full-splice_match
PB.5099.3,ENST00000253861.5,full-splice_match
PB.51.1,ENST00000234875.9,full-splice_match
PB.51.2,ENST00000234875.9,full-splice_match
PB.5100.1,ENST00000344924.8,full-splice_match
PB.5100.2,ENST00000344924.8,incomplete-splice_match
PB.5101.1,ENST00000285930.9,full-splice_match
PB.5102.11,ENST00000424922.5,full-splice_match
PB.5102.12,ENST00000424922.5,full-splice_match
PB.5102.4,ENST00000482470.5,incomplete-splice_match
PB.5102.5,ENST00000361675.7,full-splice_match
PB.5102.7,ENST00000361901.6,full-splice_match
PB.5102.8,ENST00000361675.7,incomplete-splice_match
PB.5102.9,ENST00000424922.5,incomplete-splice_match
PB.5104.2,ENST00000424142.5,full-splice_match
PB.5104.4,ENST00000424142.5,full-splice_match
PB.5104.6,ENST00000424142.5,full-splice_match
PB.5104.7,ENST00000393114.8,full-splice_match
PB.5105.1,ENST00000354475.5,full-splice_match
PB.5105.2,ENST00000354475.5,full-splice_match
PB.5105.3,ENST00000354475.5,full-splice_match
PB.5105.4,ENST00000354475.5,full-splice_match
PB.5106.1,ENST00000275767.3,full-splice_match
PB.5106.2,ENST00000275767.3,full-splice_match
PB.5106.3,ENST00000275767.3,full-splice_match
PB.5107.1,ENST00000285968.11,full-splice_match
PB.5108.10,ENST00000428680.6,full-splice_match
PB.5108.11,ENST00000428680.6,full-splice_match
PB.5108.12,ENST00000428680.6,full-splice_match
PB.5108.3,ENST00000361528.8,full-splice_match
PB.5108.4,ENST00000423368.6,incomplete-splice_match
PB.5108.5,ENST00000541284.6,incomplete-splice_match
PB.5108.6,ENST00000451834.5,full-splice_match
PB.5108.7,ENST00000428680.6,full-splice_match
PB.5108.9,ENST00000428680.6,full-splice_match
PB.5109.11,ENST00000415751.1,full-splice_match
PB.511.3,ENST00000674208.1,full-splice_match
PB.5110.1,ENST00000509448.5,full-splice_match
PB.5110.2,ENST00000507606.3,full-splice_match
PB.5110.3,ENST00000507606.3,full-splice_match
PB.5110.4,ENST00000507606.3,full-splice_match
PB.5111.1,ENST00000393085.4,full-splice_match
PB.5112.1,ENST00000348225.7,full-splice_match
PB.5112.2,ENST00000348225.7,full-splice_match
PB.5114.1,ENST00000680005.1,full-splice_match
PB.5114.10,ENST00000481598.5,full-splice_match
PB.5114.11,ENST00000480591.5,full-splice_match
PB.5114.13,ENST00000481598.5,incomplete-splice_match
PB.5114.2,ENST00000680005.1,full-splice_match
PB.5114.3,ENST00000471195.5,full-splice_match
PB.5114.4,ENST00000471195.5,full-splice_match
PB.5114.5,ENST00000445907.6,full-splice_match
PB.5114.7,ENST00000680005.1,full-splice_match
PB.5114.8,ENST00000320658.9,full-splice_match
PB.5115.1,ENST00000330387.11,full-splice_match
PB.5115.3,ENST00000330387.11,full-splice_match
PB.5115.4,ENST00000456390.5,full-splice_match
PB.5115.5,ENST00000456390.5,incomplete-splice_match
PB.5117.1,ENST00000343526.9,full-splice_match
PB.5117.2,ENST00000343526.9,full-splice_match
PB.5117.3,ENST00000415680.6,full-splice_match
PB.5117.4,ENST00000343526.9,full-splice_match
PB.5117.5,ENST00000415680.6,incomplete-splice_match
PB.5117.6,ENST00000343526.9,incomplete-splice_match
PB.5117.7,ENST00000343526.9,full-splice_match
PB.5118.1,ENST00000464848.5,full-splice_match
PB.5118.2,ENST00000464848.5,full-splice_match
PB.5119.1,ENST00000473989.8,incomplete-splice_match
PB.512.1,ENST00000370742.4,full-splice_match
PB.512.2,ENST00000370742.4,full-splice_match
PB.5120.1,ENST00000473989.8,incomplete-splice_match
PB.5120.2,ENST00000473989.8,incomplete-splice_match
PB.5121.1,ENST00000242351.10,full-splice_match
PB.5121.2,ENST00000464606.5,full-splice_match
PB.5121.4,ENST00000471652.1,full-splice_match
PB.5122.1,ENST00000541515.3,full-splice_match
PB.5122.11,ENST00000354926.9,incomplete-splice_match
PB.5122.15,ENST00000354926.9,incomplete-splice_match
PB.5122.18,ENST00000354926.9,full-splice_match
PB.5122.2,ENST00000297534.7,full-splice_match
PB.5122.21,ENST00000354926.9,full-splice_match
PB.5122.3,ENST00000354926.9,incomplete-splice_match
PB.5122.6,ENST00000354926.9,incomplete-splice_match
PB.5123.1,ENST00000406875.8,incomplete-splice_match
PB.5123.10,ENST00000406875.8,incomplete-splice_match
PB.5123.11,ENST00000428878.6,incomplete-splice_match
PB.5123.12,ENST00000406875.8,incomplete-splice_match
PB.5123.13,ENST00000406875.8,incomplete-splice_match
PB.5123.14,ENST00000428878.6,incomplete-splice_match
PB.5123.15,ENST00000428878.6,incomplete-splice_match
PB.5123.2,ENST00000406875.8,incomplete-splice_match
PB.5123.3,ENST00000406875.8,incomplete-splice_match
PB.5123.4,ENST00000406875.8,incomplete-splice_match
PB.5123.5,ENST00000406875.8,incomplete-splice_match
PB.5123.7,ENST00000406875.8,incomplete-splice_match
PB.5123.8,ENST00000406875.8,full-splice_match
PB.5123.9,ENST00000428878.6,full-splice_match
PB.5124.2,ENST00000263549.8,full-splice_match
PB.5125.1,ENST00000397560.7,incomplete-splice_match
PB.5127.1,ENST00000397560.7,incomplete-splice_match
PB.5128.3,ENST00000326232.14,full-splice_match
PB.5129.1,ENST00000566699.2,full-splice_match
PB.5130.1,ENST00000072869.9,full-splice_match
PB.5131.1,ENST00000255977.7,full-splice_match
PB.5131.5,ENST00000495305.5,full-splice_match
PB.5131.6,ENST00000255977.7,full-splice_match
PB.5131.7,ENST00000443720.6,full-splice_match
PB.5132.1,ENST00000496384.7,incomplete-splice_match
PB.5133.1,ENST00000247866.9,full-splice_match
PB.5134.1,ENST00000496384.7,full-splice_match
PB.5134.2,ENST00000496384.7,full-splice_match
PB.5134.3,ENST00000644969.2,full-splice_match
PB.5134.5,ENST00000496384.7,full-splice_match
PB.5134.6,ENST00000646891.2,incomplete-splice_match
PB.5136.2,ENST00000565468.6,incomplete-splice_match
PB.5137.2,ENST00000324787.10,full-splice_match
PB.5138.1,ENST00000649286.2,full-splice_match
PB.5138.2,ENST00000649286.2,full-splice_match
PB.5138.3,ENST00000649286.2,full-splice_match
PB.5138.4,ENST00000649286.2,full-splice_match
PB.5138.5,ENST00000649286.2,full-splice_match
PB.5138.6,ENST00000649286.2,full-splice_match
PB.5139.1,ENST00000265304.11,full-splice_match
PB.514.2,ENST00000370689.6,full-splice_match
PB.514.3,ENST00000370689.6,full-splice_match
PB.514.4,ENST00000370689.6,full-splice_match
PB.514.5,ENST00000370689.6,full-splice_match
PB.514.7,ENST00000370685.7,full-splice_match
PB.5140.10,ENST00000358406.10,full-splice_match
PB.5140.11,ENST00000358406.10,full-splice_match
PB.5140.12,ENST00000358406.10,full-splice_match
PB.5140.13,ENST00000443571.6,full-splice_match
PB.5140.14,ENST00000442394.5,incomplete-splice_match
PB.5140.2,ENST00000443571.6,full-splice_match
PB.5140.3,ENST00000479303.1,full-splice_match
PB.5140.4,ENST00000358406.10,full-splice_match
PB.5140.5,ENST00000442394.5,incomplete-splice_match
PB.5140.6,ENST00000479303.1,full-splice_match
PB.5140.7,ENST00000358406.10,full-splice_match
PB.5140.8,ENST00000358406.10,full-splice_match
PB.5140.9,ENST00000358406.10,full-splice_match
PB.5141.1,ENST00000536163.6,incomplete-splice_match
PB.5142.1,ENST00000310447.10,full-splice_match
PB.5142.2,ENST00000310447.10,full-splice_match
PB.5144.1,ENST00000690778.2,full-splice_match
PB.5145.1,ENST00000479870.6,incomplete-splice_match
PB.5145.11,ENST00000355951.2,full-splice_match
PB.5145.18,ENST00000355951.2,full-splice_match
PB.5145.19,ENST00000479870.6,full-splice_match
PB.5145.24,ENST00000479870.6,full-splice_match
PB.5145.26,ENST00000479870.6,full-splice_match
PB.5145.28,ENST00000479870.6,full-splice_match
PB.5145.3,ENST00000479870.6,full-splice_match
PB.5145.30,ENST00000355951.2,full-splice_match
PB.5145.9,ENST00000479870.6,full-splice_match
PB.5147.1,ENST00000378115.3,full-splice_match
PB.5148.1,ENST00000663681.1,full-splice_match
PB.5149.1,ENST00000360057.7,full-splice_match
PB.5149.2,ENST00000378099.7,incomplete-splice_match
PB.515.1,ENST00000260505.13,full-splice_match
PB.515.2,ENST00000260505.13,incomplete-splice_match
PB.5150.1,ENST00000652332.1,full-splice_match
PB.5150.2,ENST00000652332.1,full-splice_match
PB.5151.1,ENST00000316286.13,full-splice_match
PB.5152.1,ENST00000602748.5,full-splice_match
PB.5152.2,ENST00000602748.5,full-splice_match
PB.5152.3,ENST00000325222.9,full-splice_match
PB.5152.4,ENST00000671421.1,incomplete-splice_match
PB.5153.2,ENST00000475153.6,full-splice_match
PB.5153.3,ENST00000475153.6,full-splice_match
PB.5153.4,ENST00000475153.6,full-splice_match
PB.5154.1,ENST00000378061.7,full-splice_match
PB.5155.1,ENST00000335870.7,full-splice_match
PB.5156.1,ENST00000340622.8,full-splice_match
PB.5156.2,ENST00000644635.1,full-splice_match
PB.5157.3,ENST00000496259.6,full-splice_match
PB.5157.7,ENST00000319551.12,full-splice_match
PB.5157.8,ENST00000496259.6,incomplete-splice_match
PB.5159.1,ENST00000302017.4,full-splice_match
PB.516.1,ENST00000370641.3,full-splice_match
PB.5160.3,ENST00000223210.5,incomplete-splice_match
PB.5160.4,ENST00000223210.5,incomplete-splice_match
PB.5161.1,ENST00000456496.7,full-splice_match
PB.5161.2,ENST00000464662.5,full-splice_match
PB.5162.1,ENST00000461019.5,full-splice_match
PB.5162.2,ENST00000488315.5,full-splice_match
PB.5163.1,ENST00000463441.5,full-splice_match
PB.5163.2,ENST00000359623.9,full-splice_match
PB.5164.1,ENST00000397281.6,full-splice_match
PB.5164.12,ENST00000425389.2,full-splice_match
PB.5164.3,ENST00000473391.1,full-splice_match
PB.5164.5,ENST00000444957.3,full-splice_match
PB.5164.6,ENST00000489432.7,full-splice_match
PB.5164.8,ENST00000469309.1,full-splice_match
PB.5165.1,ENST00000498682.3,full-splice_match
PB.5165.2,ENST00000642087.2,full-splice_match
PB.5166.1,ENST00000307271.4,full-splice_match
PB.5167.1,ENST00000223271.8,full-splice_match
