gene,chrom,strand,start,end,n_tx,plot_start,plot_end,span
PLEKHA4,chr19,-,48837094,48868663,10,48835094,48870663,35569
PLEKHA5,chr12,+,19129670,19376397,16,19127670,19378397,250727
PLEKHA6,chr1,-,204220727,204288427,3,204218727,204290427,71700
PLEKHA7,chr11,-,16787661,17014414,6,16785661,17016414,230753
PLEKHA8,chr7,+,30079744,30084648,1,30077744,30086648,8904
PLEKHA8P1,chr12,-,45173104,45216028,2,45171104,45218028,46924
PLEKHB1,chr11,+,73647668,73662813,1,73645668,73664813,19145
PLEKHB2,chr2,+,131105292,131149847,12,131103292,131151847,48555
PLEKHF1,chr19,+,29665461,29675469,4,29663461,29677469,14008
PLEKHF2,chr8,+,95133770,95156755,1,95131770,95158755,26985
PLEKHG1,chr6,+,150599885,150843663,7,150597885,150845663,247778
PLEKHG2,chr19,+,39413812,39425514,1,39411812,39427514,15702
PLEKHG3,chr14,+,64716005,64744346,1,64714005,64746346,32341
PLEKHG5,chr1,-,6467123,6497424,2,6465123,6499424,34301
PLEKHH1,chr14,+,67533150,67589531,1,67531150,67591531,60381
PLEKHH3,chr17,-,42667911,42676994,3,42665911,42678994,13083
PLEKHJ1,chr19,-,2233154,2236275,2,2231154,2238275,7121
PLEKHM1,chr17,-,45435900,45490754,7,45433900,45492754,58854
PLEKHM2,chr1,+,15681506,15734767,3,15679506,15736767,57261
PLEKHM3,chr2,-,207821294,208025539,2,207819294,208027539,208245
PLEKHO1,chr1,+,150150164,150159608,1,150148164,150161608,13444
PLEKHO2,chr15,+,64841915,64868000,1,64839915,64870000,30085
PLGRKT,chr9,-,5357970,5438620,1,5355970,5440620,84650
PLIN1,chr15,-,89664371,89679543,3,89662371,89681543,19172
PLIN2,chr9,-,19108396,19127711,8,19106396,19129711,23315
PLIN3,chr19,-,4838342,4867667,3,4836342,4869667,33325
PLIN4,chr19,-,4502198,4518512,8,4500198,4520512,20314
PLIN5,chr19,-,4522534,4535226,7,4520534,4537226,16692
PLK2,chr5,-,58453987,58460086,3,58451987,58462086,10099
PLK3,chr1,+,44800377,44805988,1,44798377,44807988,9611
PLN,chr6,+,118506414,118562853,22,118504414,118564853,60439
PLOD1,chr1,+,11934680,11976590,4,11932680,11978590,45910
PLOD2,chr3,-,146069463,146161332,4,146067463,146163332,95869
PLOD3,chr7,-,101205986,101217595,2,101203986,101219595,15609
PLP1,chrX,+,103776860,103792616,2,103774860,103794616,19756
PLP2,chrX,+,49171813,49175081,1,49169813,49177081,7268
PLPBP,chr8,+,37762645,37779764,3,37760645,37781764,21119
PLPP1,chr5,-,55424149,55535067,5,55422149,55537067,114918
PLPP3,chr1,-,56494760,56579658,2,56492760,56581658,88898
PLPP5,chr8,-,38263138,38269214,2,38261138,38271214,10076
PLPP6,chr9,+,4662320,4665256,1,4660320,4667256,6936
PLPP7,chr9,+,131289474,131309261,2,131287474,131311261,23787
PLPPR2,chr19,+,11355429,11365696,5,11353429,11367696,14267
PLRG1,chr4,-,154535027,154550404,5,154533027,154552404,19377
PLS1,chr3,+,142596402,142713659,2,142594402,142715659,121257
PLS3,chrX,+,115560919,115650854,15,115558919,115652854,93935
PLSCR1,chr3,-,146515180,146544607,3,146513180,146546607,33427
PLSCR3,chr17,-,7389731,7394855,1,7387731,7396855,9124
PLSCR4,chr3,-,146192339,146251083,3,146190339,146253083,62744
PLTP,chr20,-,45898609,45912155,2,45896609,45914155,17546
PLVAP,chr19,-,17351454,17377342,2,17349454,17379342,29888
PLXDC1,chr17,-,39065415,39153005,4,39063415,39155005,91590
PLXDC2,chr10,+,19816209,20281664,4,19814209,20283664,469455
PLXNA1,chr3,+,127006084,127037384,2,127004084,127039384,35300
PLXNA2,chr1,-,208022269,208244352,4,208020269,208246352,226083
PLXNA3,chrX,+,154459299,154473641,2,154457299,154475641,18342
PLXNA4,chr7,-,132173326,132576822,2,132171326,132578822,407496
PLXNB1,chr3,-,48403851,48430294,5,48401851,48432294,30443
PLXNB2,chr22,-,50274979,50307614,4,50272979,50309614,36635
PLXNB3,chrX,+,153764199,153779339,1,153762199,153781339,19140
PLXNC1,chr12,+,94262488,94307668,1,94260488,94309668,49180
PLXND1,chr3,-,129555215,129606674,1,129553215,129608674,55459
PM20D2,chr6,+,89146025,89165567,11,89144025,89167567,23542
PMEPA1,chr20,-,57648398,57710593,3,57646398,57712593,66195
PMF1,chr1,+,156213007,156240035,1,156211007,156242035,31028
PML,chr15,+,73994716,74046768,8,73992716,74048768,56052
PMM1,chr22,-,41576906,41589828,1,41574906,41591828,16922
PMM2,chr16,+,8797821,8849325,2,8795821,8851325,55504
PMP2,chr8,-,81441807,81447489,1,81439807,81449489,9682
PMP22,chr17,-,15229780,15265326,4,15227780,15267326,39546
PMPCA,chr9,+,136410644,136423760,3,136408644,136425760,17116
PMPCB,chr7,+,103297435,103331827,10,103295435,103333827,38392
PMPCB_ENSG00000289613,chr7,+,103297442,103316363,1,103295442,103318363,22921
PMS1,chr2,+,189784115,189877626,4,189782115,189879626,97511
PMS2,chr7,-,5970928,6009075,5,5968928,6011075,42147
PMS2P2,chr7,-,75342117,75359020,1,75340117,75361020,20903
PMS2P4,chr7,-,67273474,67302454,1,67271474,67304454,32980
PMS2P5,chr7,+,74890746,74907734,5,74888746,74909734,20988
PMVK,chr1,-,154924735,154936937,1,154922735,154938937,16202
PNISR,chr6,-,99400891,99425315,6,99398891,99427315,28424
PNISR-AS1,chr6,+,99424915,99432322,2,99422915,99434322,11407
PNKD,chr2,+,218270519,218346789,3,218268519,218348789,80270
PNKP,chr19,-,49861205,49867555,2,49859205,49869555,10350
PNMA1,chr14,-,73711783,73714381,2,73709783,73716381,6598
PNMA2,chr8,-,26504708,26513872,1,26502708,26515872,13164
PNMA3,chrX,+,153056436,153060461,2,153054436,153062461,8025
PNMA6A,chrX,+,153072460,153075018,1,153070460,153077018,6558
PNMA8A,chr19,-,46466506,46471531,1,46464506,46473531,9025
PNN,chr14,+,39175227,39182943,3,39173227,39184943,11716
PNO1,chr2,+,68157868,68176240,3,68155868,68178240,22372
PNP,chr14,+,20469410,20477083,1,20467410,20479083,11673
PNPLA2,chr11,+,819570,825216,4,817570,827216,9646
PNPLA4,chrX,-,7898121,7927724,7,7896121,7929724,33603
PNPLA6,chr19,+,7534164,7561768,7,7532164,7563768,31604
PNPLA7,chr9,-,137459952,137552686,5,137457952,137554686,96734
PNPLA8,chr7,-,108470419,108526179,17,108468419,108528179,59760
PNPLA8_THAP5,chr7,-,108472537,108569706,1,108470537,108571706,101169
PNPO,chr17,+,47941590,47949316,6,47939590,47951316,11726
PNPO_ENSG00000263798,chr17,+,47941527,47949302,3,47939527,47951302,11775
PNPT1,chr2,-,55634064,55693841,7,55632064,55695841,63777
PNRC1,chr6,+,89080748,89084834,2,89078748,89086834,8086
PNRC2,chr1,+,23959255,23963545,6,23957255,23965545,8290
POC1B,chr12,-,89419727,89526024,7,89417727,89528024,110297
POC1B-GALNT4,chr12,-,89521122,89526191,1,89519122,89528191,9069
PODN,chr1,+,53062200,53085501,4,53060200,53087501,27301
PODNL1,chr19,-,13932355,13953363,1,13930355,13955363,25008
PODXL,chr7,-,131500274,131556619,4,131498274,131558619,60345
PODXL2,chr3,+,127629185,127672802,1,127627185,127674802,47617
POF1B,chrX,-,85277393,85379743,5,85275393,85381743,106350
POFUT1,chr20,+,32207853,32238628,8,32205853,32240628,34775
POFUT1_MIR1825,chr20,+,32207904,32238066,1,32205904,32240066,34162
POFUT2,chr21,-,45263929,45287892,3,45261929,45289892,27963
POGK,chr1,+,166839501,166854460,6,166837501,166856460,18959
POGLUT1,chr3,+,119468963,119494705,2,119466963,119496705,29742
POGLUT2,chr13,-,102784287,102799004,1,102782287,102801004,18717
POGLUT3,chr11,-,108472125,108498540,3,108470125,108500540,30415
POGZ,chr1,-,151402724,151459484,9,151400724,151461484,60760
POLA1,chrX,+,24693873,24996983,5,24691873,24998983,307110
POLA2,chr11,+,65261913,65297616,2,65259913,65299616,39703
POLD1,chr19,+,50384345,50418013,2,50382345,50420013,37668
POLD2,chr7,-,44114681,44123548,4,44112681,44125548,12867
POLD3,chr11,+,74592573,74642721,2,74590573,74644721,54148
POLD4,chr11,-,67351550,67353562,1,67349550,67355562,6012
POLDIP2,chr17,-,28343137,28357527,14,28341137,28359527,18390
POLDIP3,chr22,-,42583722,42614948,3,42581722,42616948,35226
POLE,chr12,-,132623762,132687342,1,132621762,132689342,67580
POLE3,chr9,-,113407241,113410369,1,113405241,113412369,7128
POLE4,chr2,+,74958643,74988733,2,74956643,74990733,34090
POLG,chr15,-,89316303,89334856,8,89314303,89336856,22553
POLG2,chr17,-,64477787,64497060,1,64475787,64499060,23273
POLH,chr6,+,43576153,43615648,4,43574153,43617648,43495
POLI,chr18,+,54269513,54298236,9,54267513,54300236,32723
POLK,chr5,+,75511876,75599086,12,75509876,75601086,91210
POLL,chr10,-,101578884,101588257,1,101576884,101590257,13373
POLM,chr7,-,44072250,44082530,4,44070250,44084530,14280
POLR1A,chr2,-,86024449,86105875,3,86022449,86107875,85426
POLR1B,chr2,+,112542431,112577677,5,112540431,112579677,39246
POLR1C,chr6,+,43517089,43562394,2,43515089,43564394,49305
POLR1D,chr13,+,27620790,27667410,2,27618790,27669410,50620
POLR1E,chr9,+,37485955,37503696,1,37483955,37505696,21741
POLR1F,chr7,-,19695463,19709042,4,19693463,19711042,17579
POLR1G,chr19,+,45406649,45410736,1,45404649,45412736,8087
POLR1HASP,chr6,-,30012099,30061178,1,30010099,30063178,53079
POLR2A,chr17,+,7484366,7514612,2,7482366,7516612,34246
POLR2B,chr4,+,56977660,57031158,3,56975660,57033158,57498
POLR2C_COQ9,chr16,+,57447491,57472009,2,57445491,57474009,28518
POLR2D,chr2,-,127843554,127858158,8,127841554,127860158,18604
POLR2E,chr19,-,1085111,1095354,6,1083111,1097354,14243
POLR2G,chr11,+,62761553,62766709,1,62759553,62768709,9156
POLR2H,chr3,+,184361728,184368547,1,184359728,184370547,10819
POLR2I,chr19,-,36113710,36114911,1,36111710,36116911,5201
POLR2J,chr7,-,102473455,102478919,1,102471455,102480919,9464
POLR2J3,chr7,-,102537919,102572591,2,102535919,102574591,38672
POLR2K,chr8,+,100150633,100154002,1,100148633,100156002,7369
POLR2L,chr11,-,840205,842529,1,838205,844529,6324
POLR2M,chr15,+,57706488,57717914,12,57704488,57719914,15426
POLR3A,chr10,-,77976148,78029540,7,77974148,78031540,57392
POLR3B,chr12,+,106357699,106510381,4,106355699,106512381,156682
POLR3C,chr1,+,145823860,145844395,4,145821860,145846395,24535
POLR3D,chr8,+,22245133,22257585,4,22243133,22259585,16452
POLR3E,chr16,+,22297413,22335095,5,22295413,22337095,41682
POLR3F,chr20,+,18467393,18484646,2,18465393,18486646,21253
POLR3G,chr5,+,90474885,90514546,2,90472885,90516546,43661
POLR3GL,chr1,+,145964690,145978848,2,145962690,145980848,18158
POLR3H,chr22,-,41525804,41544476,6,41523804,41546476,22672
POLR3K,chr16,-,46988,53608,1,44988,55608,10620
POLRMT,chr19,-,617168,633587,6,615168,635587,20419
POM121,chr7,+,72879395,72948298,3,72877395,72950298,72903
POM121C,chr7,-,75416787,75486310,7,75414787,75488310,73523
POMGNT1,chr1,-,46188676,46198439,8,46186676,46200439,13763
POMGNT2,chr3,-,43079232,43106075,2,43077232,43108075,30843
POMK,chr8,+,43125557,43130762,1,43123557,43132762,9205
POMP,chr13,+,28659123,28678954,3,28657123,28680954,23831
POMT1,chr9,+,131502914,131523799,8,131500914,131525799,24885
POMT2,chr14,-,77274958,77320874,4,77272958,77322874,49916
POMZP3,chr7,-,76610006,76627268,1,76608006,76629268,21262
PON2,chr7,-,95402779,95435048,6,95400779,95437048,36269
POP1,chr8,+,98117297,98159834,2,98115297,98161834,46537
POP4,chr19,+,29606294,29617231,3,29604294,29619231,14937
POP5,chr12,-,120579046,120581385,1,120577046,120583385,6339
POP7,chr7,+,100706115,100707486,1,100704115,100709486,5371
POPDC2,chr3,-,119641343,119660883,14,119639343,119662883,23540
POPDC2_ENSG00000289134,chr3,-,119639788,119660929,8,119637788,119662929,25141
POPDC3,chr6,-,105157908,105180069,5,105155908,105182069,26161
POR,chr7,+,75915157,75986854,4,75913157,75988854,75697
PORCN,chrX,+,48508979,48520806,5,48506979,48522806,15827
POSTN,chr13,-,37562588,37598768,8,37560588,37600768,40180
POT1,chr7,-,124822382,124929961,6,124820382,124931961,111579
POU2F1,chr1,+,167220889,167427340,4,167218889,167429340,210451
POU6F1,chr12,-,51201878,51217998,1,51199878,51219998,20120
POU6F2,chr7,+,39085746,39467818,2,39083746,39469818,386072
PP7080,chr5,-,470704,473126,1,468704,475126,6422
PP7080_SLC9A3,chr5,-,469746,473126,1,467746,475126,7380
PPA1,chr10,-,70202839,70233391,1,70200839,70235391,34552
PPA2,chr4,-,105369563,105474068,4,105367563,105476068,108505
PPAN,chr19,+,10106350,10111969,2,10104350,10113969,9619
PPAN-P2RY11,chr19,+,10106353,10115386,1,10104353,10117386,13033
PPARA,chr22,+,46150543,46243755,12,46148543,46245755,97212
PPARD,chr6,+,35342569,35428176,3,35340569,35430176,89607
PPARG,chr3,+,12287885,12434354,4,12285885,12436354,150469
PPARGC1A,chr4,-,23792023,23890047,11,23790023,23892047,102024
PPARGC1B,chr5,+,149730009,149855021,7,149728009,149857021,129012
PPAT,chr4,-,56393365,56435602,3,56391365,56437602,46237
PPCDC,chr15,+,75023590,75049740,1,75021590,75051740,30150
PPCS,chr1,+,42456559,42460404,1,42454559,42462404,7845
PPDPF,chr20,+,63520765,63523781,4,63518765,63525781,7016
PPFIA1,chr11,+,70270682,70384394,8,70268682,70386394,117712
PPFIA3,chr19,+,49148539,49151021,1,49146539,49153021,6482
PPFIA4,chr1,+,203026491,203078735,5,203024491,203080735,56244
PPFIBP1,chr12,+,27524128,27695564,47,27522128,27697564,175436
PPFIBP2,chr11,+,7513941,7653753,1,7511941,7655753,143812
PPHLN1,chr12,+,42326091,42448620,13,42324091,42450620,126529
PPIA,chr7,+,44796681,44803116,2,44794681,44805116,10435
PPIAP73_RNF13,chr3,+,149813215,149984984,1,149811215,149986984,175769
PPIB,chr15,-,64155821,64163006,1,64153821,64165006,11185
PPIC,chr5,-,123023385,123036719,1,123021385,123038719,17334
PPIC-AS1,chr5,+,123036460,123083890,4,123034460,123085890,51430
PPID,chr4,-,158708843,158723409,3,158706843,158725409,18566
PPIE,chr1,+,39738879,39756758,4,39736879,39758758,21879
PPIF,chr10,+,79347468,79355325,4,79345468,79357325,11857
PPIG,chr2,+,169584351,169641400,7,169582351,169643400,61049
PPIL1,chr6,-,36854833,36875025,1,36852833,36877025,24192
PPIL2,chr22,+,21666000,21698261,9,21664000,21700261,36261
PPIL4,chr6,-,149504495,149546083,5,149502495,149548083,45588
PPIL6,chr6,-,109414503,109440770,1,109412503,109442770,30267
PPIP5K1,chr15,-,43533469,43590210,6,43531469,43592210,60741
PPIP5K2,chr5,+,103120270,103203333,11,103118270,103205333,87063
PPL,chr16,-,4882508,4937179,2,4880508,4939179,58671
PPM1A,chr14,+,60249200,60299085,26,60247200,60301085,53885
PPM1B,chr2,+,44168200,44234517,7,44166200,44236517,70317
PPM1D,chr17,+,60600191,60666275,4,60598191,60668275,70084
PPM1F,chr22,-,21919428,21952865,3,21917428,21954865,37437
PPM1G,chr2,-,27381201,27409599,1,27379201,27411599,32398
PPM1H,chr12,-,62643987,62935135,1,62641987,62937135,295148
PPM1J,chr1,-,112710001,112715333,1,112708001,112717333,9332
PPM1K,chr4,-,88257607,88284757,39,88255607,88286757,31150
PPM1K-DT,chr4,+,88284938,88331417,2,88282938,88333417,50479
PPM1L,chr3,+,161065412,161078906,5,161063412,161080906,17494
PPM1M,chr3,+,52245768,52250595,1,52243768,52252595,8827
PPME1,chr11,+,74171113,74254703,2,74169113,74256703,87590
PPOX,chr1,+,161166426,161171217,1,161164426,161173217,8791
PPP1CA,chr11,-,67398182,67401854,3,67396182,67403854,7672
PPP1CB,chr2,+,28751591,28802944,26,28749591,28804944,55353
PPP1CC,chr12,-,110719018,110742979,3,110717018,110744979,27961
PPP1R10,chr6,-,30600406,30617243,3,30598406,30619243,20837
PPP1R11,chr6,+,30067207,30074003,3,30065207,30076003,10796
PPP1R12A,chr12,-,79773564,79935187,18,79771564,79937187,165623
PPP1R12B,chr1,+,202348683,202588569,72,202346683,202590569,243886
PPP1R12C,chr19,-,55090916,55117509,1,55088916,55119509,30593
PPP1R13B,chr14,-,103733753,103848919,5,103731753,103850919,119166
PPP1R13L,chr19,-,45379635,45405332,11,45377635,45407332,29697
PPP1R14A,chr19,-,38251245,38256374,1,38249245,38258374,9129
PPP1R14C,chr6,+,150142595,150250355,3,150140595,150252355,111760
PPP1R15A,chr19,+,48872421,48877119,4,48870421,48879119,8698
PPP1R15B,chr1,-,204403390,204411836,4,204401390,204413836,12446
PPP1R16A,chr8,+,144478017,144502120,3,144476017,144504120,28103
PPP1R16B,chr20,+,38805697,38923017,2,38803697,38925017,121320
PPP1R18,chr6,-,30676391,30687207,2,30674391,30689207,14816
PPP1R1A,chr12,-,54580259,54588621,1,54578259,54590621,12362
PPP1R1C,chr2,+,181985786,182131382,13,181983786,182133382,149596
PPP1R2,chr3,-,195514427,195543344,4,195512427,195545344,32917
PPP1R21,chr2,+,48440596,48515385,4,48438596,48517385,78789
PPP1R26,chr9,+,135479678,135488895,4,135477678,135490895,13217
PPP1R37,chr19,+,45093179,45147285,2,45091179,45149285,58106
PPP1R3A,chr7,-,113874331,113919045,17,113872331,113921045,48714
PPP1R3B,chr8,-,9136263,9151633,12,9134263,9153633,19370
PPP1R3C,chr10,-,91626245,91633071,2,91624245,91635071,10826
PPP1R3D,chr20,-,59935820,59940463,4,59933820,59942463,8643
PPP1R3E,chr14,-,23299950,23302439,1,23297950,23304439,6489
PPP1R3F,chrX,+,49269834,49288083,3,49267834,49290083,22249
PPP1R3G,chr6,+,5084411,5089480,2,5082411,5091480,9069
PPP1R7,chr2,+,241150467,241183649,3,241148467,241185649,37182
PPP1R8,chr1,+,27830814,27851527,1,27828814,27853527,24713
PPP1R9A,chr7,+,94907644,95296404,7,94905644,95298404,392760
PPP1R9B,chr17,-,50133738,50149584,2,50131738,50151584,19846
PPP2CA,chr5,-,134193987,134226986,20,134191987,134228986,36999
PPP2CB,chr8,-,30785625,30812830,3,30783625,30814830,31205
PPP2R1A,chr19,+,52190012,52226417,5,52188012,52228417,40405
PPP2R1B,chr11,-,111726915,111766389,7,111724915,111768389,43474
PPP2R2A,chr8,+,26291513,26372674,7,26289513,26374674,85161
PPP2R2B,chr5,-,146589511,146878773,1,146587511,146880773,293262
PPP2R2C,chr4,-,6320587,6529218,1,6318587,6531218,212631
PPP2R2D,chr10,+,131900973,131959833,5,131898973,131961833,62860
PPP2R3A,chr3,+,135965657,136147892,16,135963657,136149892,186235
PPP2R3B,chrX,-,334239,374031,5,332239,376031,43792
PPP2R3C,chr14,-,35085473,35122521,2,35083473,35124521,41048
PPP2R5A,chr1,+,212285368,212361858,4,212283368,212363858,80490
PPP2R5B,chr11,+,64917573,64934473,7,64915573,64936473,20900
PPP2R5C,chr14,+,101761636,101927976,21,101759636,101929976,170340
PPP2R5D,chr6,+,42984570,43012340,4,42982570,43014340,31770
PPP2R5E,chr14,-,63374711,63543377,10,63372711,63545377,172666
PPP3CA,chr4,-,101023438,101347560,8,101021438,101349560,328122
PPP3CB,chr10,-,73436429,73496029,7,73434429,73498029,63600
PPP3CC,chr8,+,22441036,22544704,12,22439036,22546704,107668
PPP3R1,chr2,-,68178857,68252525,2,68176857,68254525,77668
PPP4C,chr16,+,30076000,30085336,4,30074000,30087336,13336
PPP4R1,chr18,-,9546796,9614806,5,9544796,9616806,72010
PPP4R2,chr3,+,72996811,73069177,3,72994811,73071177,76366
PPP4R3A,chr14,-,91457607,91510540,8,91455607,91512540,56933
PPP4R3B,chr2,-,55547299,55617725,24,55545299,55619725,74426
PPP5C,chr19,+,46347005,46390851,1,46345005,46392851,47846
PPP6C,chr9,-,125146574,125189915,6,125144574,125191915,47341
PPP6R2,chr22,+,50343319,50445087,18,50341319,50447087,105768
PPP6R3,chr11,+,68460714,68615331,51,68458714,68617331,158617
PPRC1,chr10,+,102133040,102150331,5,102131040,102152331,21291
PPT1,chr1,-,40072713,40097252,2,40070713,40099252,28539
PPT2,chr6,+,32153542,32163674,2,32151542,32165674,14132
PPTC7,chr12,-,110533247,110583361,11,110531247,110585361,54114
PPWD1,chr5,+,65563296,65587541,1,65561296,65589541,28245
PQBP1,chrX,+,48897931,48903143,1,48895931,48905143,9212
PRADC1,chr2,-,73228010,73233231,1,73226010,73235231,9221
PRC1,chr15,-,90966045,90994567,1,90964045,90996567,32522
PRCC,chr1,+,156767515,156800812,3,156765515,156802812,37297
PRCP,chr11,-,82822943,82900516,3,82820943,82902516,81573
PRDM10,chr11,-,129899718,130002835,1,129897718,130004835,107117
PRDM11,chr11,+,45180810,45214742,1,45178810,45216742,37932
PRDM15,chr21,-,41798227,41879321,1,41796227,41881321,85094
PRDM16,chr1,+,3066416,3438618,8,3064416,3440618,376202
PRDM16-DT,chr1,-,3064074,3068880,1,3062074,3070880,8806
PRDM2,chr1,+,13749376,13788074,8,13747376,13790074,42698
PRDM4,chr12,-,107732877,107761137,2,107730877,107763137,32260
PRDM5,chr4,-,120693432,120922836,2,120691432,120924836,233404
PRDX1,chr1,-,45511052,45521886,2,45509052,45523886,14834
PRDX2,chr19,-,12796823,12801800,2,12794823,12803800,8977
PRDX3,chr10,-,119167704,119178812,2,119165704,119180812,15108
PRDX4,chrX,+,23667493,23686397,1,23665493,23688397,22904
PRDX5,chr11,+,64318163,64321810,2,64316163,64323810,7647
PRDX6,chr1,+,173477335,173488799,3,173475335,173490799,15464
PREB,chr2,-,27130759,27134633,4,27128759,27136633,7874
PRELID1,chr5,+,177303806,177306948,2,177301806,177308948,7142
PRELID2,chr5,-,145759019,145835352,1,145757019,145837352,80333
PRELID3B,chr20,-,59033146,59042969,6,59031146,59044969,13823
PRELP,chr1,+,203475791,203489955,8,203473791,203491955,18164
PREP,chr6,-,105277566,105403102,5,105275566,105405102,129536
PREPL,chr2,-,44316143,44361792,40,44314143,44363792,49649
PREX1,chr20,-,48625071,48827779,1,48623071,48829779,206708
PREX2,chr8,+,67952046,68237030,2,67950046,68239030,288984
PRH1,chr12,-,10880968,11171622,1,10878968,11173622,294654
PRICKLE1,chr12,-,42456758,42589796,15,42454758,42591796,137038
PRICKLE2,chr3,-,64093878,64268197,2,64091878,64270197,178319
PRICKLE3,chrX,-,49174805,49186386,4,49172805,49188386,15581
